num_iteracoes,best_fitness,melhor_acuraria,melhor_precision,melhor_recall,melhor_f1score,melhor_curva_roc,num_atributos,melhores_atributos,tempo_ineracao
0,0.0,0.0,0.0,0.0,0.0,0.0,0,[],656.5185413360596
1,0.08131912394446213,0.9807086347702132,0.9580361631843861,0.9868540983513338,0.9715309710797474,0.9868540983513338,12,"[19, 14, 21, 7, 10, 17, 11, 20, 9, 13, 15, 12]",656.5185413360596
